system   D            wsystem.c:589  maybe_parent_dir                 [   0.00178] Also searching C:\Users\Michael\Documents\Visual Studio 2012\Projects\Pong\
display  D   display_settings.c:202  debug_display_settings           [   0.04881] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.04882] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04883] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.04884] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04885] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04886] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04887] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04888] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04889] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04890] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04891] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04892] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04893] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04894] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04894] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04895] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04896] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04897] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04898] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.04899] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04900] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.04901] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04902] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04903] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04904] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04905] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04905] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04906] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04907] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04908] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04909] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04911] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04913] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04914] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04915] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04916] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04916] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.04918] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04918] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.04919] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04920] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04922] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04923] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04925] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04926] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04927] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04928] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04929] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04929] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04930] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04931] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04932] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04933] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04934] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04935] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.04936] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04937] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.04938] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04939] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04940] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04941] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04942] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04943] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04944] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04945] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04946] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04947] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04949] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04950] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04951] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.04952] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.04953] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1632 d3d_create_display_internals     [   0.04960] Trying format 0.
d3d      I         d3d_disp.cpp:1325 d3d_display_thread_proc          [   0.04986] Chose a display format: 23
d3d      I         d3d_disp.cpp:1394 d3d_display_thread_proc          [   0.04988] Normal window.
d3d      I         d3d_disp.cpp:804  d3d_create_device                [   0.05875] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:862  d3d_create_device                [   0.10316] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:870  d3d_create_device                [   0.10318] Success
d3d      D         d3d_disp.cpp:1655 d3d_create_display_internals     [   0.10320] Resumed after wait.
d3d      I         d3d_disp.cpp:1680 d3d_create_display_internals     [   0.10326] Format 0 succeeded.
dtor     D               dtor.c:184  _al_register_destructor          [   0.10378] added dtor for object 006CF8D8, func 0FA82964
dtor     D               dtor.c:184  _al_register_destructor          [   0.10382] added dtor for object 006CFB50, func 0FA82653
font     D                ttf.c:793  al_load_ttf_font_stretch_f       [   0.11299] Font ARIAL.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:795  al_load_ttf_font_stretch_f       [   0.11301]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.11303] added dtor for object 006F7BC8, func 0FA81C7B
font     D                ttf.c:793  al_load_ttf_font_stretch_f       [   0.11364] Font ARIAL.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:795  al_load_ttf_font_stretch_f       [   0.11365]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.11367] added dtor for object 0071A1D8, func 0FA81C7B
font     D                ttf.c:793  al_load_ttf_font_stretch_f       [   0.11414] Font ARIAL.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:795  al_load_ttf_font_stretch_f       [   0.11415]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.11417] added dtor for object 032607F0, func 0FA81C7B
dtor     D               dtor.c:184  _al_register_destructor          [   0.11418] added dtor for object 032608B8, func 0FA82653
font     D                ttf.c:793  al_load_ttf_font_stretch_f       [   0.11549] Font ARIAL.ttf loaded with pixel size 0 x 18.
font     D                ttf.c:795  al_load_ttf_font_stretch_f       [   0.11550]     ascent=16.0, descent=-4.0, height=21.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.11552] added dtor for object 03287220, func 0FA81C7B
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.14641] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.14643] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.14644] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.14644] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.14645] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.14646] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.14646] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.14647] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.14648] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.14649] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.14649] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.14650] Found a format
d3d      I         d3d_disp.cpp:2286 _al_d3d_create_bitmap            [   0.14651] Chose bitmap format 9
font     D                ttf.c:215  alloc_glyph_region               [   0.14696] glyph 12x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.14970] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.14972] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.15097] glyph 10x12 (12x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.15553] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.15556] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.15589] glyph 4x15 (4x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.15655] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.15657] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.15707] glyph 13x15 (16x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.15761] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.15762] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.15787] glyph 4x12 (4x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.15831] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.15833] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.15859] glyph 11x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.15906] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.15907] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.15921] glyph 11x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.15967] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.15969] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.15986] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.16032] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.16033] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.16043] glyph 4x4 (4x4)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.16087] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.16088] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.16104] glyph 14x15 (16x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.16151] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.16152] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.16165] glyph 11x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.16210] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.16212] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.16226] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.16270] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.16271] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.16305] glyph 12x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.16351] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.16352] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.16380] glyph 10x16 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.16426] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.16428] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.16442] glyph 10x12 (12x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.16487] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.16488] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.16502] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.16546] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.16547] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.16561] glyph 13x15 (16x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.16610] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.16611] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.16623] glyph 4x15 (4x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.16668] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.16669] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.16680] glyph 7x12 (8x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.16725] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.16726] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.16738] glyph 10x12 (12x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.16782] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.16783] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.16794] glyph 6x16 (8x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.16846] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.16848] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.16862] glyph 10x12 (12x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.17013] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.17014] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.17028] glyph 10x12 (12x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.17075] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.17076] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.17106] glyph 10x12 (12x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.17153] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.17154] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17190] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17191] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17192] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17192] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17193] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17194] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17195] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17195] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.17196] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.17197] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.17198] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.17199] Found a format
d3d      I         d3d_disp.cpp:2286 _al_d3d_create_bitmap            [   0.17200] Chose bitmap format 9
font     D                ttf.c:215  alloc_glyph_region               [   0.17239] glyph 13x15 (16x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.17341] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.17343] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.17359] glyph 10x12 (12x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.17406] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.17407] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.17423] glyph 14x12 (16x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.17475] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.17477] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.17490] glyph 10x16 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.17534] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.17536] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.17549] glyph 4x15 (4x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.17594] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.17595] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.17609] glyph 10x12 (12x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.17654] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.17656] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.17671] glyph 11x12 (12x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.17715] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.17716] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.17725] glyph 4x12 (4x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.17768] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.17769] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.17783] glyph 11x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.17826] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.17827] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.17841] glyph 10x12 (12x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.17887] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.17888] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.17900] glyph 7x12 (8x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.17945] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.17946] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.17959] glyph 10x12 (12x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.18004] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.18006] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.18020] glyph 6x16 (8x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.18066] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.18068] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.18081] glyph 12x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.18125] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.18127] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.18140] glyph 4x15 (4x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.18185] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.18187] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.18204] glyph 12x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.18253] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.18254] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.18274] glyph 10x12 (12x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.18320] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.18322] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.18336] glyph 13x12 (16x12)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.18381] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:479  _al_d3d_sync_bitmap              [   0.18382] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:215  alloc_glyph_region               [   0.18396] glyph 10x15 (12x16)
d3d      D          d3d_bmp.cpp:474  _al_d3d_sync_bitmap              [   0.18440] _al_d3d_sync_bitmap (system) ref count == 1
